t,count
1663379075,0
1663379076,0
1663379077,0
1663379078,0
1663379079,0
1663379080,0
1663379081,0
1663379082,0
1663379083,0
1663379084,5901403847
1663379085,6168115663
1663379086,6168115663
1663379087,8621633328
1663379088,11355691874
1663379089,11355691874
1663379090,11355691874
1663379091,13381038885
1663379092,13381038885
1663379093,15307809117
1663379094,17457271180
1663379095,17457271180
1663379096,17457271180
1663379097,17457271180
1663379098,17457271180
1663379099,23699943856
1663379100,24524374807
1663379101,24738769062
1663379102,24738769062
1663379103,26688018930
1663379104,26688018930
1663379105,26688018930
1663379105,31052360906
