t,count
1663371052,0
1663371053,0
1663371054,0
1663371055,0
1663371056,0
1663371057,0
1663371058,0
1663371059,0
1663371060,0
1663371061,3864846024
1663371062,3864846024
1663371063,3864846024
1663371064,3864846024
1663371065,6159637326
1663371066,6159637326
1663371067,7021245218
1663371068,8610307511
1663371069,8610307511
1663371070,8610307511
1663371071,10891724034
1663371072,11028814279
1663371073,11292875977
1663371074,11604885904
1663371075,11604885904
1663371076,11604885904
1663371077,13120051171
1663371077,13124938177
