t,count
1663434532,0
1663434533,0
1663434534,0
1663434535,0
1663434536,0
1663434537,0
1663434538,0
1663434539,2808279608
1663434540,4174596095
1663434541,4174596095
1663434542,6655009923
1663434543,6655009923
1663434544,9236569048
1663434545,9236569048
1663434546,9236569048
1663434547,9236569048
1663434548,12078677315
1663434549,12078677315
1663434550,15093561340
1663434551,15578007466
1663434552,15742990459
1663434553,15742990459
1663434554,16413263946
1663434555,17457623895
1663434556,19063083047
